time_periods,GridRef,Sp01,Sp02,Sp03,Sp04,Sp05,Sp06,Sp07,Sp08,Sp09,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,geometry
2010-2020,N00,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,"POLYGON ((-8.000734917974869 53.05095674221461, -8.000735649177036 53.140810445108535, -7.851305927331433 53.140717137336615, -7.851616181376399 53.050863735967155, -8.000734917974869 53.05095674221461))"
2010-2020,N01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"POLYGON ((-8.000735649177036 53.140810445108535, -8.000736385728008 53.2306627835688, -7.850994010624802 53.230569173013805, -7.851305927331433 53.140717137336615, -8.000735649177036 53.140810445108535))"
2010-2020,N02,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-8.000736385728008 53.2306627835688, -8.00073712766502 53.32051375890683, -7.850680419270234 53.32041984430067, -7.850994010624802 53.230569173013805, -8.000736385728008 53.2306627835688))"
2010-2020,N03,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,"POLYGON ((-8.00073712766502 53.32051375890683, -8.000737875025672 53.410363372447215, -7.850365141163271 53.41026915251235, -7.850680419270234 53.32041984430067, -8.00073712766502 53.32051375890683))"
2010-2020,N04,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-8.000737875025672 53.410363372447215, -8.000738627847953 53.50021162552798, -7.850048164079837 53.500117098977164, -7.850365141163271 53.41026915251235, -8.000737875025672 53.410363372447215))"
2010-2020,N05,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"POLYGON ((-8.000738627847953 53.50021162552798, -8.000739386170219 53.59005851950043, -7.849729475674755 53.58996368503672, -7.850048164079837 53.500117098977164, -8.000738627847953 53.50021162552798))"
2010-2020,N06,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-8.000739386170219 53.59005851950043, -8.00074015003121 53.679904055729075, -7.849409063480265 53.67980891204575, -7.849729475674755 53.58996368503672, -8.000739386170219 53.59005851950043))"
2010-2020,N07,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,"POLYGON ((-8.00074015003121 53.679904055729075, -8.000740919470065 53.76974823559176, -7.849086914904488 53.76965278137212, -7.849409063480265 53.67980891204575, -8.00074015003121 53.679904055729075))"
2010-2020,N08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-8.000740919470065 53.76974823559176, -8.000741694526319 53.859591060479524, -7.848763017229932 53.8594952943969, -7.849086914904488 53.76965278137212, -8.000740919470065 53.76974823559176))"
2010-2020,N09,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"POLYGON ((-8.000741694526319 53.859591060479524, -8.000742475239901 53.949432531796646, -7.848437357611872 53.949336452514274, -7.848763017229932 53.8594952943969, -8.000741694526319 53.859591060479524))"
2010-2020,N10,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,"POLYGON ((-7.851616181376399 53.050863735967155, -7.851305927331433 53.140717137336615, -7.701877868134254 53.14043633380804, -7.702499095557067 53.05058384156588, -7.851616181376399 53.050863735967155))"
2010-2020,N11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"POLYGON ((-7.851305927331433 53.140717137336615, -7.850994010624802 53.230569173013805, -7.701253310156052 53.2302874565668, -7.701877868134254 53.14043633380804, -7.851305927331433 53.140717137336615))"
2010-2020,N12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,"POLYGON ((-7.850994010624802 53.230569173013805, -7.850680419270234 53.32041984430067, -7.700625397614104 53.32013721111568, -7.701253310156052 53.2302874565668, -7.850994010624802 53.230569173013805))"
2010-2020,N13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.850680419270234 53.32041984430067, -7.850365141163271 53.41026915251235, -7.6999941062633495 53.40998559874104, -7.700625397614104 53.32013721111568, -7.850680419270234 53.32041984430067))"
2010-2020,N14,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,"POLYGON ((-7.850365141163271 53.41026915251235, -7.850048164079837 53.500117098977164, -7.699359411619118 53.499832620742296, -7.6999941062633495 53.40998559874104, -7.850365141163271 53.41026915251235))"
2010-2020,N15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.850048164079837 53.500117098977164, -7.849729475674755 53.58996368503672, -7.698721288954197 53.58967827843171, -7.699359411619118 53.499832620742296, -7.850048164079837 53.500117098977164))"
2010-2020,N16,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.849729475674755 53.58996368503672, -7.849409063480265 53.67980891204575, -7.698079713295822 53.67952257313446, -7.698721288954197 53.58967827843171, -7.849729475674755 53.58996368503672))"
2010-2020,N17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"POLYGON ((-7.849409063480265 53.67980891204575, -7.849086914904488 53.76965278137212, -7.6974346594226555 53.76936550618859, -7.698079713295822 53.67952257313446, -7.849409063480265 53.67980891204575))"
2010-2020,N18,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.849086914904488 53.76965278137212, -7.848763017229932 53.8594952943969, -7.696786101861719 53.85920707894497, -7.6974346594226555 53.76936550618859, -7.849086914904488 53.76965278137212))"
2010-2020,N19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.848763017229932 53.8594952943969, -7.848437357611872 53.949336452514274, -7.69613401488524 53.9490472927674, -7.696786101861719 53.85920707894497, -7.848763017229932 53.8594952943969))"
2010-2020,N20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"POLYGON ((-7.702499095557067 53.05058384156588, -7.701877868134254 53.14043633380804, -7.552453139459842 53.139968041597065, -7.553385316486462 53.05011706603843, -7.702499095557067 53.05058384156588))"
2010-2020,N21,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"POLYGON ((-7.701877868134254 53.14043633380804, -7.701253310156052 53.2302874565668, -7.5515159642179395 53.229817641349044, -7.552453139459842 53.139968041597065, -7.701877868134254 53.14043633380804))"
2010-2020,N22,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,"POLYGON ((-7.701253310156052 53.2302874565668, -7.700625397614104 53.32013721111568, -7.550573754733181 53.319665866520474, -7.5515159642179395 53.229817641349044, -7.701253310156052 53.2302874565668))"
2010-2020,N23,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,"POLYGON ((-7.700625397614104 53.32013721111568, -7.6999941062633495 53.40998559874104, -7.549626474622798 53.40951271834986, -7.550573754733181 53.319665866520474, -7.700625397614104 53.32013721111568))"
2010-2020,N24,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.6999941062633495 53.40998559874104, -7.699359411619118 53.499832620742296, -7.548674087144486 53.499358198088224, -7.549626474622798 53.40951271834986, -7.6999941062633495 53.40998559874104))"
2010-2020,N25,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.699359411619118 53.499832620742296, -7.698721288954197 53.58967827843171, -7.547716555191964 53.58920230699901, -7.548674087144486 53.499358198088224, -7.699359411619118 53.499832620742296))"
2010-2020,N26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.698721288954197 53.58967827843171, -7.698079713295822 53.67952257313446, -7.54675384129052 53.6790450463581, -7.547716555191964 53.58920230699901, -7.698721288954197 53.58967827843171))"
2010-2020,N27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.698079713295822 53.67952257313446, -7.6974346594226555 53.76936550618859, -7.545785907592424 53.76888641745371, -7.54675384129052 53.6790450463581, -7.698079713295822 53.67952257313446))"
2010-2020,N28,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.6974346594226555 53.76936550618859, -7.696786101861719 53.85920707894497, -7.544812715872339 53.85872642158645, -7.545785907592424 53.76888641745371, -7.6974346594226555 53.76936550618859))"
2010-2020,N29,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,"POLYGON ((-7.696786101861719 53.85920707894497, -7.69613401488524 53.9490472927674, -7.543834227522604 53.94856506006929, -7.544812715872339 53.85872642158645, -7.696786101861719 53.85920707894497))"
2010-2020,N30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.553385316486462 53.05011706603843, -7.552453139459842 53.139968041597065, -7.4030334089486995 53.139312272504334, -7.404276499903165 53.04946342110784, -7.553385316486462 53.05011706603843))"
2010-2020,N31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.552453139459842 53.139968041597065, -7.5515159642179395 53.229817641349044, -7.40178365246995 53.22915973923958, -7.4030334089486995 53.139312272504334, -7.552453139459842 53.139968041597065))"
2010-2020,N32,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.5515159642179395 53.229817641349044, -7.550573754733181 53.319665866520474, -7.400527182424411 53.31900582247329, -7.40178365246995 53.22915973923958, -7.5515159642179395 53.229817641349044))"
2010-2020,N33,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"POLYGON ((-7.550573754733181 53.319665866520474, -7.549626474622798 53.40951271834986, -7.399263950295967 53.40885052337685, -7.400527182424411 53.31900582247329, -7.550573754733181 53.319665866520474))"
2010-2020,N34,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,"POLYGON ((-7.549626474622798 53.40951271834986, -7.548674087144486 53.499358198088224, -7.397993907089088 53.49869384313362, -7.399263950295967 53.40885052337685, -7.549626474622798 53.40951271834986))"
2010-2020,N35,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,"POLYGON ((-7.548674087144486 53.499358198088224, -7.547716555191964 53.58920230699901, -7.396717003322926 53.58853578293865, -7.397993907089088 53.49869384313362, -7.548674087144486 53.499358198088224))"
2010-2020,N36,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"POLYGON ((-7.547716555191964 53.58920230699901, -7.54675384129052 53.6790450463581, -7.395433189025352 53.67837634399876, -7.396717003322926 53.58853578293865, -7.547716555191964 53.58920230699901))"
2010-2020,N37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.54675384129052 53.6790450463581, -7.545785907592424 53.76888641745371, -7.394142413726882 53.76821552753245, -7.395433189025352 53.67837634399876, -7.54675384129052 53.6790450463581))"
2010-2020,N38,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.545785907592424 53.76888641745371, -7.544812715872339 53.85872642158645, -7.392844626454494 53.85805333476992, -7.394142413726882 53.76821552753245, -7.545785907592424 53.76888641745371))"
2010-2020,N39,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.544812715872339 53.85872642158645, -7.543834227522604 53.94856506006929, -7.391539775725418 53.94788976695301, -7.392844626454494 53.85805333476992, -7.544812715872339 53.85872642158645))"
2010-2020,N40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.404276499903165 53.04946342110784, -7.4030334089486995 53.139312272504334, -7.253620343890465 53.13846904305603, -7.255174301199104 53.04862292319145, -7.404276499903165 53.04946342110784))"
2010-2020,N41,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,"POLYGON ((-7.4030334089486995 53.139312272504334, -7.40178365246995 53.22915973923958, -7.252058054216412 53.22831376687441, -7.253620343890465 53.13846904305603, -7.4030334089486995 53.139312272504334))"
2010-2020,N42,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.40178365246995 53.22915973923958, -7.400527182424411 53.31900582247329, -7.250487372125229 53.31815709572084, -7.252058054216412 53.22831376687441, -7.40178365246995 53.22915973923958))"
2010-2020,N43,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.400527182424411 53.31900582247329, -7.399263950295967 53.40885052337685, -7.248908236973259 53.40799903068059, -7.250487372125229 53.31815709572084, -7.400527182424411 53.31900582247329))"
2010-2020,N44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.399263950295967 53.40885052337685, -7.397993907089088 53.49869384313362, -7.247320587517649 53.49783957284993, -7.248908236973259 53.40799903068059, -7.399263950295967 53.40885052337685))"
2010-2020,N45,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,"POLYGON ((-7.397993907089088 53.49869384313362, -7.396717003322926 53.58853578293865, -7.245724361908957 53.58767872333592, -7.247320587517649 53.49783957284993, -7.397993907089088 53.49869384313362))"
2010-2020,N46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.396717003322926 53.58853578293865, -7.395433189025352 53.67837634399876, -7.244119497683717 53.67751648325671, -7.245724361908957 53.58767872333592, -7.396717003322926 53.58853578293865))"
2010-2020,N47,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,"POLYGON ((-7.395433189025352 53.67837634399876, -7.394142413726882 53.76821552753245, -7.242505931756824 53.76735285374112, -7.244119497683717 53.67751648325671, -7.395433189025352 53.67837634399876))"
2010-2020,N48,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"POLYGON ((-7.394142413726882 53.76821552753245, -7.392844626454494 53.85805333476992, -7.240883600413852 53.85718783592883, -7.242505931756824 53.76735285374112, -7.394142413726882 53.76821552753245))"
2010-2020,N49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.392844626454494 53.85805333476992, -7.391539775725418 53.94788976695301, -7.239252439303241 53.94702143097025, -7.240883600413852 53.85718783592883, -7.392844626454494 53.85805333476992))"
2010-2020,N50,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"POLYGON ((-7.255174301199104 53.04862292319145, -7.253620343890465 53.13846904305603, -7.104215611106913 53.13743837450235, -7.106080375303997 53.04759559339961, -7.255174301199104 53.04862292319145))"
2010-2020,N51,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,"POLYGON ((-7.253620343890465 53.13846904305603, -7.252058054216412 53.22831376687441, -7.102340848288058 53.22727974564483, -7.104215611106913 53.13743837450235, -7.253620343890465 53.13846904305603))"
2010-2020,N52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.252058054216412 53.22831376687441, -7.250487372125229 53.31815709572084, -7.100456014793672 53.31711970779698, -7.102340848288058 53.22727974564483, -7.252058054216412 53.22831376687441))"
2010-2020,N53,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.250487372125229 53.31815709572084, -7.248908236973259 53.40799903068059, -7.098561037859808 53.40695826193866, -7.100456014793672 53.31711970779698, -7.250487372125229 53.31815709572084))"
2010-2020,N54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.248908236973259 53.40799903068059, -7.247320587517649 53.49783957284993, -7.096655844003641 53.496795409059764, -7.098561037859808 53.40695826193866, -7.248908236973259 53.40799903068059))"
2010-2020,N55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.247320587517649 53.49783957284993, -7.245724361908957 53.58767872333592, -7.094740359014622 53.586631150160024, -7.096655844003641 53.496795409059764, -7.247320587517649 53.49783957284993))"
2010-2020,N56,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.245724361908957 53.58767872333592, -7.244119497683717 53.67751648325671, -7.09281450794552 53.67646548624895, -7.094740359014622 53.586631150160024, -7.245724361908957 53.58767872333592))"
2010-2020,N57,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,"POLYGON ((-7.244119497683717 53.67751648325671, -7.242505931756824 53.76735285374112, -7.090878215103322 53.76629841834591, -7.09281450794552 53.67646548624895, -7.244119497683717 53.67751648325671))"
2010-2020,N58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.242505931756824 53.76735285374112, -7.240883600413852 53.85718783592883, -7.088931404040001 53.85612994747996, -7.090878215103322 53.76629841834591, -7.242505931756824 53.76735285374112))"
2010-2020,N59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.240883600413852 53.85718783592883, -7.239252439303241 53.94702143097025, -7.086973997543135 53.94596007468979, -7.088931404040001 53.85612994747996, -7.240883600413852 53.85718783592883))"
2010-2020,N60,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.106080375303997 53.04759559339961, -7.104215611106913 53.13743837450235, -6.954820876835051 53.13622029281569, -6.956996376569833 53.04638145753377, -7.106080375303997 53.04759559339961))"
2010-2020,N61,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.104215611106913 53.13743837450235, -7.102340848288058 53.22727974564483, -6.952633712923725 53.22605770169577, -6.954820876835051 53.13622029281569, -7.104215611106913 53.13743837450235))"
2010-2020,N62,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,"POLYGON ((-7.102340848288058 53.22727974564483, -7.100456014793672 53.31711970779698, -6.950434800788615 53.31589368502066, -6.952633712923725 53.22605770169577, -7.102340848288058 53.22727974564483))"
2010-2020,N63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.100456014793672 53.31711970779698, -7.098561037859808 53.40695826193866, -6.948224055554201 53.40572824364577, -6.950434800788615 53.31589368502066, -7.100456014793672 53.31711970779698))"
2010-2020,N64,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.098561037859808 53.40695826193866, -7.096655844003641 53.496795409059764, -6.946001391506524 53.495561378435234, -6.948224055554201 53.40572824364577, -7.098561037859808 53.40695826193866))"
2010-2020,N65,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-7.096655844003641 53.496795409059764, -7.094740359014622 53.586631150160024, -6.943766722082882 53.58539309026188, -6.946001391506524 53.495561378435234, -7.096655844003641 53.496795409059764))"
2010-2020,N66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.094740359014622 53.586631150160024, -7.09281450794552 53.67646548624895, -6.941519959861388 53.67522338000712, -6.943766722082882 53.58539309026188, -7.094740359014622 53.586631150160024))"
2010-2020,N67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.09281450794552 53.67646548624895, -7.090878215103322 53.76629841834591, -6.939261016550347 53.76505224856083, -6.941519959861388 53.67522338000712, -7.09281450794552 53.67646548624895))"
2010-2020,N68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-7.090878215103322 53.76629841834591, -7.088931404040001 53.85612994747996, -6.936989802977495 53.85487969682136, -6.939261016550347 53.76505224856083, -7.090878215103322 53.76629841834591))"
2010-2020,N69,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,"POLYGON ((-7.088931404040001 53.85612994747996, -7.086973997543135 53.94596007468979, -6.934706229079072 53.944705725695435, -6.936989802977495 53.85487969682136, -7.088931404040001 53.85612994747996))"
2010-2020,N70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-6.956996376569833 53.04638145753377, -6.954820876835051 53.13622029281569, -6.8054378066103345 53.13481482868842, -6.807923958655511 53.04498054608432, -6.956996376569833 53.04638145753377))"
2010-2020,N71,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,"POLYGON ((-6.954820876835051 53.13622029281569, -6.952633712923725 53.22605770169577, -6.802938325652097 53.22464766592345, -6.8054378066103345 53.13481482868842, -6.954820876835051 53.13622029281569))"
2010-2020,N72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-6.952633712923725 53.22605770169577, -6.950434800788615 53.31589368502066, -6.8004254197500895 53.31447905849384, -6.802938325652097 53.22464766592345, -6.952633712923725 53.22605770169577))"
2010-2020,N73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"POLYGON ((-6.950434800788615 53.31589368502066, -6.948224055554201 53.40572824364577, -6.797898991927359 53.404309007111394, -6.8004254197500895 53.31447905849384, -6.950434800788615 53.31589368502066))"
2010-2020,N74,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-6.948224055554201 53.40572824364577, -6.946001391506524 53.495561378435234, -6.795358944249118 53.49413751249534, -6.797898991927359 53.404309007111394, -6.948224055554201 53.40572824364577))"
